样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
sample_1468,300,,405,700,2:00:00,80,,,4:00:00,100,5:00:00,102,0.2,6:00:00,103,7:00:00,103,0.2,300,7:30-8:00,50,9,5,8:00:00,70,8:30:00,75,14:00-14:30,350,3.5,3.5,14:30-16:30,16:30:00,60,20:00:00,45,20:00-21:30,23:00-0:30,,800,0.15,400,0.879
sample_653,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,105,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,76,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,75,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.936
sample_536,300,,405,700,6:00:00,24,,,7:30:00,100,8:30:00,102,0.2,9:30:00,104,10:30:00,105,0.2,300,13:00-13:30,50,9,5,14:00:00,70,14:30:00,78,22:30-23:30,340,3.5,3.5,23:30-1:00,1:00:00,65,5:00:00,45,5:30-7:00,8:00-9:30,,800,0.15,400,0.879
sample_1822,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.925
sample_1567,300,,405,700,4:00:00,37,4:30:00,80,6:00:00,100,7:00:00,102,0.2,8:00:00,103,9:00:00,102,0.2,300,11:00-11:30,50,10,5,11:30:00,70,12:00:00,75,19:30-20:00,330,3.5,3.5,20:00-22:00,22:00:00,65,1:00:00,45,1:00-2:30,3:00-4:30,,800,0.15,390,0.89
sample_1947,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.93
sample_643,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,22:00-12:00,1200,0.15,420,0.983
sample_765,300,,405,700,22:00:00,29,,,0:00:00,100,1:00:00,101,0.2,2:00:00,103,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-11:00,,,1200,0.15,440,0.955
sample_555,300,,405,700,1:00:00,29,,,3:00:00,101,4:00:00,103,0.2,5:00:00,104,6:00:00,105,0.2,200,6:00-7:00,50,9,5,7:00:00,80,8:00:00,73,8:00-9:00,320,3.5,3.5,9:00-10:00,10:00:00,80,12:00:00,45,12:00-13:30,13:30-15:00,15:00-16:00,1200,0.15,420,0.947
sample_158,300,,405,700,22:00:00,26,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,79,5:00:00,76,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,75,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.971
sample_528,300,,405,700,1:00:00,24,,,2:30:00,100,3:30:00,101,0.2,4:30:00,102,5:30:00,102,0.2,300,6:00-6:30,50,10,5,7:00:00,70,7:30:00,78,17:00-18:00,340,3.5,3.5,18:00-19:00,19:00:00,65,23:00:00,45,0:00-1:30,2:00-3:30,,800,0.15,420,0.935
sample_650,300,,405,700,6:00:00,29,,,8:00:00,100,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.947
sample_310,300,,405,700,8:00:00,19,,,8:30:00,100,9:30:00,103,0.2,10:30:00,103,11:30:00,103,0.2,300,15:00-15:30,40,10,5,15:30:00,70,16:00:00,78,22:30-23:30,300,3.5,3.5,0:00-1:00,1:00:00,60,3:30:00,45,8:00-9:30,10:00-11:30,,800,0.15,390,0.89
sample_1312,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460,0.973
sample_705,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,104,0.2,10:00:00,103,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,78,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,78,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:30,1200,0.15,400,0.925
sample_594,300,,405,700,19:30:00,22,,,21:00:00,100,22:00:00,101,0.2,23:00:00,103,0:00:00,104,0.2,200,0:00-1:00,50,9,5,1:10:00,80,1:40:00,70,1:40-3:00,340,3.5,3.5,3:00-4:00,4:00:00,70,7:00:00,40,7:00-8:30,9:30-10:30,,800,0.15,400,0.902
sample_1191,300,,405,700,6:00:00,28,,,8:00:00,101,9:00:00,102,0.2,10:00:00,105,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,75,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,74,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.925
sample_1481,300,,405,700,0:00:00,30,,,2:00:00,100,3:00:00,102,0.2,4:00:00,103,5:00:00,104,0.2,300,12:30-13:00,50,9,5,13:00:00,70,13:30:00,75,19:00-19:30,350,3.5,3.5,19:30-20:30,20:30:00,65,3:00:00,45,3:00-4:30,5:30-7:00,,800,0.15,400,0.879
sample_777,300,,405,700,14:00:00,27,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.943
sample_66,300,,405,700,11:00:00,18,,,12:00:00,100,13:00:00,105,0.2,14:00:00,105,15:00:00,106,0.2,300,15:20-15:50,50,9,5,16:20:00,70,16:50:00,76,16:50-18:00,350,3.5,3.5,18:00-19:00,19:00:00,69,20:30:00,45,20:30-22:00,22:30-0:00,,800,0.15,400,0.902
sample_1776,300,,405,700,14:00:00,29,,,16:00:00,100,17:00:00,102,0.2,18:00:00,104,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,420,0.983
sample_975,300,,405,700,18:00:00,21,,,19:30:00,100,20:30:00,101,0.2,21:30:00,102,22:30:00,102,0.1,200,22:40-23:10,30,9,5,23:30:00,70,0:00:00,79,0:00-0:45,300,3.5,3.5,1:00-2:30,2:30:00,52,3:50:00,40,4:10-5:50,6:40-8:20,,900,0.15,405,0.913
sample_892,300,,405,700,6:00:00,40,6:15:00,80,7:30:00,100,8:30:00,102,0.2,9:30:00,102,10:30:00,103,0.2,300,14:00-14:30,50,9,5,14:30:00,70,15:00:00,75,0:30-1:00,330,3.5,3.5,1:00-3:00,3:00:00,65,8:00:00,28,8:00-9:30,10:00-11:30,,800,0.15,400,0.902
sample_1904,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.891
sample_421,300,,405,700,6:00:00,22,,,7:30:00,100,8:30:00,102,0.2,9:30:00,104,10:30:00,106,0.2,100,10:30-11:00,50,9,5,11:30:00,80,12:00:00,78,12:00-13:00,280,3.5,3.5,13:00-14:00,14:00:00,70,16:00:00,45,16:00-17:30,18:30-19:30,,800,0.15,400,0.913
sample_959,300,,405,700,9:00:00,21,,,10:30:00,100,11:30:00,102,0.2,12:30:00,104,13:30:00,106,0.2,100,13:30-14:30,50,9,5,15:00:00,80,15:30:00,78,15:30-16:30,280,3.5,3.5,16:30-17:30,17:30:00,65,19:30:00,45,20:30-22:00,22:00-23:00,,800,0.15,400,0.891
sample_824,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_141,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.913
sample_1316,300,,405,700,21:00:00,30,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_1080,300,,405,700,11:00:00,26,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104,15:30:00,104,0.2,300,16:00-16:30,50,10,5,17:00:00,70,17:30:00,78,3:00-4:00,350,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45,8:30-10:00,10:30-12:00,,800,0.15,400,0.874
sample_893,300,,405,700,15:00:00,37,15:20:00,80,16:50:00,100,17:50:00,102,0.2,18:50:00,104,19:50:00,102,0.2,300,1:00-1:30,50,9,5,1:30:00,70,2:00:00,75,10:30-11:00,350,3.5,3.5,11:00-13:00,13:00:00,48,17:00:00,28,17:00-18:30,19:30-21:00,,800,0.15,400,0.891
sample_1694,300,,405,700,14:00:00,29,,,16:00:00,101,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,6:00:00,45,7:30-9:00,9:00-10:30,10:30-12:00,1200,0.15,400,0.902
sample_1974,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-2:30,2:30-4:00,4:00-5:00,1200,0.15,440,0.93
sample_671,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,79,13:00:00,77,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,76,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.925
sample_1358,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.93
sample_931,300,,405,700,12:00:00,39,12:15:00,80,13:30:00,100,14:30:00,102,0.2,15:30:00,103,16:30:00,102,0.2,300,20:30-21:00,50,9,5,21:00:00,70,21:30:00,75,6:00-6:30,370,3.5,3.5,6:30-8:00,8:00:00,60,10:00:00,40,10:00-11:30,13:30-15:00,,800,0.15,420,0.935
sample_1147,300,,405,700,1:00:00,29,,,3:00:00,102,4:00:00,103,0.2,5:00:00,104,6:00:00,105,0.2,200,6:00-7:00,50,9,5,7:00:00,78,8:00:00,73,8:00-9:00,320,3.5,3.5,9:00-10:00,10:00:00,80,14:00:00,45,14:00-15:30,15:30-17:00,17:00-18:00,1200,0.15,420,0.947
sample_259,300,,405,700,6:00:00,30,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_14,300,,405,700,13:00:00,23,,,14:30:00,100,15:30:00,103,0.2,16:30:00,103,17:30:00,104,0.2,300,14:00-14:30,40,10,5,19:30:00,70,20:00:00,78,5:00-6:0,300,3.5,3.5,6:00-7:30,7:30:00,65,10:00:00,40,12:00-14:30,14:30-16:00,,800,0.15,420,0.923
sample_842,300,125,,980,14:30:00,24,,,16:00:00,100,17:00:00,102,0.2,18:00:00,102,19:00:00,103,0.2,300,19:10-19:40,50,10,5,20:00:00,70,20:30:00,78,1:00-2:00,320,3.5,3.5,2:00-3;00,3:00:00,60,6:00:00,40,9:00-10:30,11:30-13:00,,800,0.15,280,0.624
sample_992,300,,405,700,14:00:00,21,,,15:00:00,100,16:00:00,103,0.2,17:00:00,106,18:00:00,107,0.2,300,18:10-18:40,50,9,5,19:00:00,70,19:30:00,78,19:30-20:30,310,3.5,3.5,20:30-21:30,21:30:00,67,23:30:00,45,23:40-1:00,1:20-2:45,,800,0.15,420,0.935
sample_273,300,,405,700,21:00:00,30,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-12:00,,,1200,0.15,440,0.93
sample_115,300,,405,700,22:00:00,29,,,0:00:00,100,1:00:00,103,0.2,2:00:00,104,3:00:00,106,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,72,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.902
sample_571,300,,405,700,8:00:00,29,,,10:00:00,101,11:00:00,103,0.2,12:00:00,104,13:00:00,105,0.2,200,13:00-14:00,50,9,5,14:00:00,80,15:00:00,73,15:00-16:00,320,3.5,3.5,16:00-17:00,17:00:00,80,19:00:00,45,19:00-20:30,20:30-22:00,22:00-23:00,1200,0.15,400,0.902
sample_242,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,400,0.902
sample_1428,300,,405,700,18:30:00,21,,,20:00:00,100,21:00:00,102,0.2,22:00:00,102,23:00:00,103,0.2,300,1:00-1:30,35,9,5,1:30:00,70,2:00:00,78,10:00-11:00,300,3.5,3.5,11:00-12:30,12:30:00,60,16:00:00,40,16:00-17:30,18:00-19:30,,800,0.15,400,0.891
sample_331,300,,405,700,17:30:00,39,17:45:00,80,18:40:00,100,19:40:00,102,0.2,20:40:00,103,21:40:00,102,0.2,300,2:30-3:00,50,9,5,3:00:00,70,3:30:00,75,11:30-12:00,330,3.5,3.5,12:00-14:00,12:00:00,50,14:00:00,28,17:00-18:30,19:00-21:00,,800,0.15,395,0.902
sample_680,300,,405,700,22:00:00,29,,,0:00:00,102,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,78,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,420,0.971
sample_1985,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-9:30,9:30-11:00,11:00-12:00,1200,0.15,420,0.888
sample_57,300,,405,700,14:00:00,18,,,15:00:00,100,16:00:00,104,0.2,17:00:00,105,18:00:00,105,0.2,300,18:20-18:50,50,9,5,19:20:00,70,19:50:00,77,19:50-21:00,350,3.5,3.5,21:00-22:00,22:00:00,70,23:30:00,45,23:30-1:00,1:30-3:00,,800,0.15,400,0.902
sample_1319,300,,405,700,21:00:00,29,,,23:00:00,102,0:00:00,103,0.2,1:00:00,104,2:00:00,105,0.2,200,2:00-3:00,50,9,5,3:00:00,80,4:00:00,73,4:00-5:00,320,3.5,3.5,5:00-6:00,6:00:00,80,8:00:00,45,8:00-11:00,,,1200,0.15,440,0.93
sample_412,300,,405,700,4:00:00,20,,,5:30:00,100,6:30:00,102,0.2,7:30:00,104,8:30:00,107,0.2,200,8:30-9:30,50,10,5,10:00:00,72,10:30:00,79,10:30-11:30,380,3.5,3.5,11:30-12:30,12:30:00,77,14:30:00,47,14:30-16:00,16:00-17:30,,800,0.15,420,0.935
sample_436,300,,405,700,10:30:00,22,,,12:00:00,100,13:00:00,101,0.2,14:00:00,103,15:00:00,103,0.2,100,15:00-16:00,50,10,5,16:00:00,80,16:30:00,78,16:30-17:30,300,3.5,3.5,17:30-18:30,18:30:00,65,19:30:00,50,19:30-21:00,21:30-23:00,,800,0.15,400,0.879
sample_956,300,,405,700,22:00:00,22,,,23:00:00,100,0:00:00,101,0.2,1:00:00,103,2:00:00,104,0.2,100,2:00-3:00,50,10,5,3:00:00,80,3:30:00,76,3:30-4:30,280,3.5,3.5,4:30-5:30,5:30:00,65,7:30:00,45,7:30-9:00,10:00-11:30,,800,0.15,400,0.874
sample_821,300,,405,700,6:00:00,30,,,8:00:00,102,9:00:00,104,0.2,10:00:00,105,11:00:00,106,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_156,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,76,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,75,17:00:00,45,17:00-19:30,19:0-21:00,21:00-22:00,1200,0.15,400,0.936
sample_1282,300,,405,700,9:00:00,30,,,11:00:00,102,12:00:00,103,0.2,13:00:00,104,14:00:00,105,0.2,200,14:00-15:00,50,9,5,15:00:00,80,16:00:00,73,16:00-17:00,320,3.5,3.5,17:00-18:00,18:00:00,80,20:00:00,45,20:00-23:30,,,1200,0.03,440,0.93
sample_1001,300,,405,700,1:00:00,21,,,2:30:00,100,3:30:00,101,0.2,4:30:00,103,5:30:00,105,0.2,200,6:00-6:30,50,9,5,7:00:00,70,7:30:00,78,10:30-11:00,290,3.5,3.5,11:00-12:00,12:00:00,60,19:00:00,36,19:30-21:00,21:40-23:10,,800,0.15,380,0.868
sample_30,300,,405,700,23:00:00,24,,,0:00:00,100,1:00:00,101,0.2,2:00:00,105,3:00:00,105,0.2,300,6:30-7:00,50,10,5,7:00:00,70,7:30:00,78,14:30-15:30,300,3.5,3.5,15:30-16:30,16:30:00,60,19:00:00,40,21:00-22:30,23:00-0:30,,800,0.15,420,0.923
sample_36,300,,405,700,7:00:00,21,,,8:20:00,100,9:20:00,103,0.2,10:20:00,103,11:20:00,103,0.2,300,16:00-16:30,40,9,5,16:30:00,70,17:00:00,78,1:30-2:30,300,3.5,3.5,2:30-4:00,4:00:00,60,8:00:00,40,8:00-9:30,10:30-12:00,,800,0.15,420,0.935
sample_1416,300,,405,700,21:00:00,21,,,22:30:00,100,23:30:00,102,0.2,0:30:00,103,1:30:00,104,0.2,300,6:00-6:30分,35,9,5,6:30:00,70,7:00:00,78,14::30-15:30,310,3.5,3.5,15:0-16:30,16:30:00,62,20:00:00,40,20:00-21:30,22:00-23:30,,800,0.15,420,0.947
sample_423,300,125,,980,20:30:00,21,,,22:30:00,100,23:30:00,102,0.2,0:30:00,104,1:30:00,106,0.2,100,1:30-2:00,50,9,5,2:30:00,80,3:00:00,77,3:00-4:00,260,3.5,3.5,3:30-4:30,4:30:00,65,5:30:00,45,5:30-7:00,7:00-8:00,,800,0.15,400,0.891
sample_1609,250,,340,590,0:00:00,24,,,1:30:00,100,2:30:00,101,0.2,3:30:00,103,4:30:00,105,0.2,300,5:00-5:30,30,9,5,6:00:00,70,6:30:00,78,7:00-8:00,240,3.5,3.5,8:00-9:00,9:30:00,65,11:30:00,50,13:00-14:30,15:30-16:30,,800,0.15,340,0.92
sample_1137,300,,405,700,18:00:00,29,,,20:00:00,101,21:00:00,103,0.2,22:00:00,104,23:00:00,105,0.2,200,23:00-0:00,50,9,5,0:00:00,80,1:00:00,73,1:00-2:00,320,3.5,3.5,2:00-3:00,3:00:00,80,5:00:00,45,5:00-6:30,6:30-8:00,8:00-9:00,1200,0.15,400,0.902
sample_1814,300,,405,700,6:00:00,29,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.925
sample_1689,300,,405,700,6:00:00,30,,,8:00:00,100,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_359,300,,405,700,21:30:00,39,21:40:00,80,23:20:00,100,0:20:00,102,0.2,1:20:00,104,2:20:00,103,0.2,300,4:30-5:00,50,9,5,5:30:00,70,6:00:00,75,15:30-16:00,370,3.5,3.5,16:00-18:00,18:00:00,52,13:30:00,27,13:30-15:00,15:30-17:00,,800,0.15,420,0.947
sample_1237,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.971
sample_1427,300,,405,700,7:00:00,24,,,8:00:00,100,9:00:00,104,0.2,10:00:00,103.8,11:00:00,103.2,0.2,300,16:00-16:30,50,9,5,16:30:00,70,17:00:00,78,23:30-0:30,310,3.5,3.5,0:30-2:00,20:00:00,61,8:00:00,40,8:00-9:30,10:00-11:30,,800,0.15,400,0.891
sample_1277,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,80,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.936
sample_1644,300,,405,700,6:00:00,30,,,8:00:00,100,9:00:00,101,0.2,10:00:00,103,11:00:00,104,0.2,200,11:00-12:00,50,9,5,12:00:00,78,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_525,300,,405,700,22:00:00,21,,,23:30:00,100,0:30:00,102,0.2,1:30:00,104,2:30:00,105,0.2,300,4:30-5:30,50,9,5,6:00:00,70,6:30:00,78,13:30-14:30,340,3.5,3.5,14:30-16:00,16:00:00,65,19:00:00,45,19:00-20:30,21:30-23:00,,800,0.15,420,0.918
sample_1671,300,,405,700,6:00:00,29,,,8:00:00,101,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-18:30,18:30-20:00,20:00-21:00,1200,0.15,400,0.902
sample_738,300,,405,700,6:00:00,28,,,8:00:00,100,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_1302,300,,405,700,6:00:00,27,,,8:00:00,102,9:00:00,103,0.2,10:00:00,104,11:00:00,105,0.2,200,11:00-12:00,50,9,5,12:00:00,80,13:00:00,73,13:00-14:00,320,3.5,3.5,14:00-15:00,15:00:00,80,17:00:00,45,17:00-21:00,,,1200,0.15,440,0.943
sample_266,300,,405,700,14:00:00,27,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,460,0.998
sample_1018,300,,405,700,22:00:00,36,,,23:00:00,100,0:00:00,102,0.2,1:00:00,102,2:00:00,104,0.2,200,2:00-2:30,50,10,5,2:30:00,70,3:00:00,70,3:00-4:00,300,3.5,3.5,4:00-5:30,5:30:00,60,8:00:00,40,14:00-15:30,16:30-18:00,,800,0.15,400,0.902
sample_1262,300,,405,700,14:00:00,29,,,16:00:00,102,17:00:00,103,0.2,18:00:00,104,19:00:00,105,0.2,200,19:00-20:00,50,9,5,20:00:00,78,21:00:00,73,21:00-22:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.936
sample_1387,300,,405,700,14:00:00,30,,,16:00:00,102,17:00:00,104,0.2,18:00:00,105,19:00:00,106,0.2,200,19:00-20:00,50,9,5,20:00:00,80,21:00:00,73,21:00-22:00,320,3.5,3.5,22:00-23:00,23:00:00,80,1:00:00,45,1:00-5:00,,,1200,0.15,440,0.918
sample_1676,300,,405,700,22:00:00,29,,,0:00:00,101,1:00:00,103,0.2,2:00:00,104,3:00:00,105,0.2,200,3:00-4:00,50,9,5,4:00:00,78,5:00:00,73,5:00-6:00,320,3.5,3.5,6:00-7:00,7:00:00,80,9:00:00,45,9:00-10:30,10:30-12:00,12:00-13:00,1200,0.15,400,0.896
sample_1124,300,,405,700,8:00:00,29,,,10:00:00,102,11:00:00,103,0.2,12:00:00,104,13:00:00,105,0.2,200,13:00-14:00,50,9,5,14:00:00,79,15:00:00,73,15:00-16:00,320,3.5,3.5,16:00-17:002,17:00:00,80,19:00:00,45,19:00-20:30,20:30-22:00,22:00-23:00,1200,0.15,400,0.902
sample_862,300,,405,700,6:30:00,26,,,8:00:00,100,9:00:00,102,0.2,10:00:00,103,11:00:00,104,0.2,300,16:30-17;00,40,9,5,17:00:00,70,13:30:00,78,0:30-1:30,310,3.5,3.5,1:30-3;00,3:00:00,60,5:30:00,40,8:00-9:30,10:00-11:30,,800,0.15,420,0.923
